studentID,School,age,sex,mother tongue,BMI/nutrional status,Grade 1 Final ratings in Math,Grade 1 Final ratings in English,Grade 1 Final ratings in Filipino,Grade 1 Final ratings in Araling Panlipunan,Grade 2 Final ratings in Math,Grade 2 Final ratings in English,Grade 2 Final ratings in Filipino,Grade 2 Final ratings in Araling Panlipunan,Grade 3 Final ratings in Math,Grade 3 Final ratings in English,Grade 3 Final ratings in Science,Grade 3 Final ratings in Filipino,Grade 3 Final ratings in Araling Panlipunan,Grade 4 Final ratings in Math,Grade 4 Final ratings in English,Grade 4 Final ratings in Science,Grade 4 Final ratings in Filipino,Grade 4 Final ratings in Araling Panlipunan,Grade 5 Final ratings in Math,Grade 5 Final ratings in English,Grade 5 Final ratings in Science,Grade 5 Final ratings in Filipino,Grade 5 Final ratings in Araling Panlipunan,Grade 6 Final ratings in Math,Grade 6 Final ratings in English,Grade 6 Final ratings in Science,Grade 6 Final ratings in Filipino,Grade 6 Final ratings in Araling Panlipunan,School MPS
S0687,Don Alipio Fernandes Sr. IS,7,M,Tagalog,Overweight,82,96,100,83,77,91,98,86,78,90,88,85,92,80,98,94,98,86,95,77,99,75,96,76,79,82,85,96,73.08
S0688,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Filipino,Overweight,94,93,75,86,86,85,87,75,75,97,82,85,83,77,75,88,75,93,90,100,77,75,92,75,85,80,95,99,75.71
S0689,Don Alipio Fernandes Sr. IS,9,F,Filipino,Wasted,98,86,88,91,79,82,86,93,81,76,86,95,95,86,86,81,77,79,87,92,84,98,76,79,98,75,94,81,73.08
S0690,Urdaneta I Central School,9,F,Filipino,Normal,77,99,80,86,75,93,93,91,99,81,100,89,92,81,75,80,76,98,75,97,90,83,77,92,76,87,81,83,66.82
S0691,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Filipino,Overweight,86,84,90,99,83,98,78,97,98,83,80,76,78,99,96,92,88,86,81,86,87,84,96,92,89,89,94,83,75.71
S0692,Don Alipio Fernandes Sr. IS,8,F,Filipino,Overweight,86,83,83,93,96,91,91,84,82,85,90,96,96,91,82,94,78,92,89,87,80,94,76,86,78,100,79,92,73.08
S0693,Don Alipio Fernandes Sr. IS,6,F,Tagalog,Obese,80,75,79,94,90,85,86,91,94,98,97,92,94,87,91,93,93,75,88,95,98,82,85,79,88,77,93,77,73.08
S0694,Urdaneta I Central School,10,M,Ilocano,Obese,91,95,91,82,86,77,96,99,92,79,77,100,83,87,89,92,99,92,79,80,99,97,89,79,82,91,93,92,66.82
S0695,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Ilocano,Wasted,100,76,77,76,84,92,95,84,87,96,89,93,82,96,78,97,100,86,79,79,96,84,75,79,75,95,93,90,75.71
S0696,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Ilocano,Overweight,91,77,92,96,100,99,96,100,84,98,97,81,91,79,80,97,92,83,95,92,98,82,88,92,76,97,88,78,75.71
S0697,Urdaneta I Central School,9,F,Tagalog,Normal,79,85,83,94,79,93,82,85,92,91,77,79,79,81,92,100,78,82,83,98,83,80,97,82,86,99,96,93,66.82
S0698,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Ilocano,Obese,93,76,84,94,88,92,89,99,90,95,97,75,98,94,91,77,87,86,78,84,98,93,82,85,88,96,93,100,75.71
S0699,Don Alipio Fernandes Sr. IS,6,M,Tagalog,Obese,99,83,100,90,84,96,82,90,80,99,81,87,79,86,98,91,79,92,85,82,79,79,96,86,89,97,99,86,73.08
S0700,Urdaneta I Central School,12,F,Tagalog,Normal,91,90,82,76,87,87,92,76,94,89,76,80,93,79,83,76,90,89,78,99,94,94,84,83,94,82,77,80,66.82
S0701,Urdaneta I Central School,11,F,Tagalog,Normal,79,98,80,77,93,99,96,97,97,97,92,82,89,94,86,86,86,78,95,93,82,86,95,76,93,83,79,94,66.82
S0702,Urdaneta I Central School,11,M,Tagalog,Normal,94,89,88,86,92,100,76,91,90,100,93,75,78,99,76,82,96,84,89,88,76,99,91,79,88,99,91,80,66.82
S0703,Urdaneta I Central School,11,M,Ilocano,Normal,80,86,97,77,84,98,87,95,84,96,79,92,83,85,78,80,81,78,77,100,79,95,85,84,83,88,90,99,66.82
S0704,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Wasted,80,94,81,100,80,88,75,78,89,79,76,100,91,96,98,84,98,79,97,93,83,92,96,100,85,100,92,88,73.08
S0705,Don Alipio Fernandes Sr. IS,9,M,Ilocano,Overweight,100,83,80,82,79,89,94,80,97,85,75,89,91,97,89,96,77,90,95,85,95,83,96,90,75,82,99,93,73.08
S0706,Urdaneta I Central School,8,M,Tagalog,Overweight,76,92,80,99,85,99,100,92,100,91,75,75,95,95,84,80,99,99,78,86,92,87,95,91,92,90,87,92,66.82
S0707,Don Alipio Fernandes Sr. IS,6,F,Filipino,Obese,98,86,79,75,92,86,76,93,90,95,84,94,81,96,93,81,75,82,90,80,99,83,86,78,79,93,76,98,73.08
S0708,Urdaneta I Central School,10,F,Filipino,Normal,81,85,96,85,84,86,83,87,97,77,92,90,95,94,81,100,83,79,92,92,87,76,89,81,90,94,83,93,66.82
S0709,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Ilocano,Obese,77,90,92,86,96,80,80,93,94,87,86,91,84,90,89,87,97,76,80,76,76,75,98,96,78,98,85,76,75.71
S0710,Urdaneta I Central School,12,M,Filipino,Wasted,96,85,100,90,81,96,93,100,96,98,100,98,89,81,91,92,96,83,95,90,85,99,97,82,100,86,82,80,66.82
S0711,Don Alipio Fernandes Sr. IS,6,F,Ilocano,Obese,80,86,80,80,92,79,81,79,98,88,92,100,98,90,83,81,77,80,84,96,76,92,97,86,76,84,84,75,73.08
S0712,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Filipino,Normal,98,77,87,89,91,97,86,77,96,97,81,77,78,90,85,93,84,97,75,98,76,94,76,97,88,85,84,96,75.71
S0713,Urdaneta I Central School,6,M,Filipino,Normal,93,99,80,91,76,88,97,98,97,76,93,93,96,75,89,100,94,86,84,75,91,88,90,94,97,99,95,82,66.82
S0714,Urdaneta I Central School,12,F,Ilocano,Normal,100,76,76,77,88,75,98,92,90,76,99,98,90,95,97,85,89,91,77,81,88,78,80,86,77,98,90,87,66.82
S0715,Don Alipio Fernandes Sr. IS,6,F,Filipino,Overweight,91,94,95,94,78,95,100,85,89,96,92,75,78,93,90,77,89,83,76,91,93,98,95,79,90,83,91,82,73.08
S0716,Urdaneta I Central School,11,M,Filipino,Overweight,79,80,97,89,90,95,87,92,92,85,90,78,80,85,92,83,84,99,94,79,87,88,95,96,82,79,76,84,66.82
S0717,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Ilocano,Severely Wasted,82,95,95,82,84,75,85,83,75,87,97,83,76,76,100,78,87,95,81,86,81,94,81,99,78,78,100,97,75.71
S0718,Urdaneta I Central School,9,M,Ilocano,Normal,82,87,80,86,85,79,87,83,90,78,81,88,95,91,77,90,75,86,77,77,82,75,86,78,88,75,90,94,66.82
S0719,Don Alipio Fernandes Sr. IS,11,F,Tagalog,Overweight,87,92,96,84,90,77,98,83,87,81,86,94,94,83,89,85,86,85,78,90,82,91,99,96,85,75,96,91,73.08
S0720,Urdaneta I Central School,6,F,Tagalog,Obese,97,78,89,81,96,88,93,94,94,93,98,96,77,85,91,95,98,77,88,95,84,90,95,78,83,89,95,88,66.82
S0721,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Normal,98,98,77,99,83,76,75,90,96,86,87,88,78,81,86,91,99,82,77,84,92,94,85,96,86,81,82,86,73.08
S0722,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Severely Wasted,90,80,87,97,93,95,96,91,77,78,80,100,78,84,83,83,80,99,79,77,88,90,80,89,87,87,75,100,75.71
S0723,Don Alipio Fernandes Sr. IS,7,M,Filipino,Normal,87,76,89,79,95,88,81,79,90,88,75,97,90,83,83,76,99,94,91,97,75,92,89,91,76,84,78,77,73.08
S0724,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Filipino,Severely Wasted,94,77,81,85,79,97,78,81,79,91,88,79,89,83,81,75,77,83,89,98,92,85,82,78,95,90,86,87,75.71
S0725,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Normal,89,88,100,84,81,86,83,83,75,89,88,84,79,97,98,81,100,94,75,93,83,77,91,81,86,86,83,86,73.08
S0726,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Tagalog,Normal,86,83,83,95,99,98,77,90,99,85,91,90,98,92,97,97,84,75,98,97,95,83,92,86,93,96,92,80,75.71
S0727,Don Alipio Fernandes Sr. IS,6,F,Filipino,Normal,87,99,82,92,93,97,84,89,91,87,95,87,75,84,97,82,81,90,86,81,95,85,96,96,88,81,77,89,73.08
S0728,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Wasted,96,78,88,96,94,82,88,100,83,92,94,80,95,90,90,92,83,81,100,85,96,86,86,98,82,93,87,77,75.71
S0729,Urdaneta I Central School,10,F,Tagalog,Severely Wasted,75,94,91,76,97,87,91,82,94,78,95,92,92,92,93,93,99,86,82,76,79,76,93,75,83,79,91,81,66.82
S0730,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Ilocano,Overweight,94,97,83,84,99,75,88,80,96,90,95,77,78,83,92,89,98,81,83,100,98,94,89,99,100,100,98,96,75.71
S0731,Urdaneta I Central School,6,M,Filipino,Severely Wasted,81,93,81,80,88,94,77,91,81,96,76,90,87,91,100,96,99,98,81,88,95,82,76,88,84,76,88,93,66.82
S0732,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Filipino,Severely Wasted,92,100,80,83,77,92,79,100,76,81,91,86,100,92,99,88,78,83,87,100,89,96,75,86,87,75,99,100,75.71
S0733,Urdaneta I Central School,8,F,Filipino,Normal,88,99,95,81,85,81,91,77,84,82,91,83,92,95,96,88,83,100,84,95,88,76,98,79,97,90,95,95,66.82
S0734,Urdaneta I Central School,8,F,Ilocano,Wasted,94,91,91,94,96,85,83,81,99,96,77,87,99,85,77,98,99,90,76,97,78,76,96,76,87,96,90,83,66.82
S0735,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Ilocano,Severely Wasted,75,88,84,99,83,100,98,80,93,90,98,87,80,82,77,86,92,75,86,76,91,82,96,81,100,83,94,80,75.71
S0736,Don Alipio Fernandes Sr. IS,7,F,Filipino,Overweight,93,81,79,86,86,83,99,81,97,80,82,76,100,86,76,84,75,98,90,96,90,92,79,77,77,82,90,93,73.08
S0737,Don Alipio Fernandes Sr. IS,12,M,Ilocano,Normal,87,87,85,92,87,83,98,78,96,100,100,85,88,80,80,95,97,82,98,99,78,79,78,100,89,99,96,79,73.08
S0738,Don Alipio Fernandes Sr. IS,11,M,Ilocano,Severely Wasted,88,87,82,89,79,91,94,77,96,86,91,88,95,75,77,92,77,96,86,76,77,92,76,96,89,79,90,77,73.08
S0739,Urdaneta I Central School,6,M,Tagalog,Severely Wasted,80,88,100,96,94,81,75,100,96,95,86,88,86,79,80,91,98,90,81,95,98,78,89,89,75,93,92,75,66.82
S0740,Urdaneta I Central School,11,F,Tagalog,Wasted,88,92,75,82,88,99,88,99,78,92,90,86,91,80,96,79,82,94,86,100,77,82,93,84,84,76,99,82,66.82
S0741,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Ilocano,Obese,90,78,86,96,90,96,93,76,88,87,94,96,78,96,94,98,92,93,78,96,96,88,98,85,94,98,81,97,75.71
S0742,Don Alipio Fernandes Sr. IS,6,M,Ilocano,Overweight,80,95,79,75,85,97,85,80,76,87,99,94,92,75,95,82,87,78,93,87,90,93,91,90,79,90,92,96,73.08
S0743,Urdaneta I Central School,10,M,Filipino,Wasted,78,96,96,100,81,83,94,77,82,91,87,94,86,83,93,84,77,81,75,85,93,96,99,100,90,90,95,100,66.82
S0744,Don Alipio Fernandes Sr. IS,9,M,Ilocano,Severely Wasted,98,98,97,77,97,85,99,80,98,98,81,78,76,87,78,77,87,77,98,88,88,92,94,92,77,81,78,99,73.08
S0745,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Ilocano,Obese,94,81,88,78,88,76,95,86,99,91,79,78,96,77,75,84,77,83,85,77,99,100,78,92,84,98,85,83,75.71
S0746,Don Alipio Fernandes Sr. IS,8,M,Ilocano,Normal,95,99,78,82,90,95,86,83,79,78,75,89,91,78,91,88,84,83,80,85,90,97,83,88,95,93,80,78,73.08
S0747,Don Alipio Fernandes Sr. IS,6,F,Filipino,Obese,85,84,81,86,84,76,87,77,99,77,78,86,97,94,88,86,86,83,88,89,94,89,78,78,91,95,91,84,73.08
S0748,Urdaneta I Central School,10,M,Ilocano,Obese,87,77,97,83,80,87,78,87,80,93,90,81,99,79,76,77,96,86,82,96,77,81,97,77,78,84,80,87,66.82
S0749,Don Alipio Fernandes Sr. IS,9,M,Ilocano,Obese,85,91,89,97,91,94,95,81,78,100,76,92,83,78,99,80,90,76,98,95,75,98,79,80,81,77,93,83,73.08
S0750,Urdaneta I Central School,7,M,Ilocano,Normal,82,85,97,89,79,89,86,89,98,99,78,88,85,93,82,89,82,77,90,77,75,100,98,95,90,93,86,86,66.82
S0751,Urdaneta I Central School,10,F,Ilocano,Severely Wasted,87,87,82,77,83,84,92,91,82,92,93,89,99,91,90,77,91,94,100,87,95,87,79,89,100,87,81,87,66.82
S0752,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Filipino,Normal,79,96,95,79,77,87,95,87,93,95,84,100,77,81,76,96,87,98,99,77,84,80,89,83,87,78,82,96,75.71
S0753,Urdaneta I Central School,11,F,Filipino,Normal,80,81,89,93,76,96,100,75,80,97,88,80,90,82,83,92,98,85,79,97,91,76,81,100,86,99,75,87,66.82
S0754,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Tagalog,Severely Wasted,100,81,90,76,83,85,99,88,94,78,88,81,76,88,99,90,89,92,93,93,83,91,99,87,91,94,95,80,75.71
S0755,Urdaneta I Central School,6,F,Ilocano,Normal,81,100,90,75,93,98,79,80,77,76,80,93,89,77,98,84,86,94,98,100,87,86,100,77,93,98,95,99,66.82
S0756,Don Alipio Fernandes Sr. IS,6,M,Tagalog,Severely Wasted,99,94,76,88,91,95,98,85,85,89,88,80,94,95,99,84,78,81,86,100,81,99,75,81,79,88,85,97,73.08
S0757,Don Alipio Fernandes Sr. IS,10,F,Tagalog,Overweight,98,96,95,78,98,83,75,85,86,77,99,89,83,98,100,78,98,80,100,75,100,79,86,78,93,86,79,100,73.08
S0758,Urdaneta I Central School,8,F,Ilocano,Wasted,99,94,87,84,91,88,99,94,77,94,92,80,90,80,76,94,78,77,78,86,90,98,84,91,94,96,79,99,66.82
S0759,Urdaneta I Central School,11,F,Filipino,Wasted,81,93,76,75,94,78,95,87,77,92,98,85,89,81,92,98,89,89,97,90,98,86,76,92,91,94,100,95,66.82
S0760,Urdaneta I Central School,9,F,Filipino,Overweight,93,88,88,96,77,88,97,95,100,77,97,99,97,93,88,78,95,76,99,97,99,84,87,83,92,75,91,84,66.82
S0761,Urdaneta I Central School,10,F,Ilocano,Severely Wasted,75,96,83,91,93,89,87,81,90,92,91,97,98,79,91,89,98,79,80,82,81,78,82,99,96,97,76,95,66.82
S0762,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Normal,98,98,77,94,83,86,96,93,91,99,91,79,86,89,98,92,95,78,94,100,78,95,90,92,82,83,85,83,73.08
S0763,Don Alipio Fernandes Sr. IS,11,F,Ilocano,Severely Wasted,77,86,94,97,81,82,78,93,94,92,98,81,79,77,89,87,87,82,76,79,77,96,92,78,99,89,81,94,73.08
S0764,Don Alipio Fernandes Sr. IS,12,M,Tagalog,Normal,84,80,100,90,79,87,77,99,75,99,86,87,89,82,81,97,79,98,89,89,79,95,78,75,83,92,84,94,73.08
S0765,Don Alipio Fernandes Sr. IS,7,M,Tagalog,Wasted,78,85,97,95,100,91,90,93,89,96,78,77,99,85,85,75,83,85,94,98,81,93,97,86,96,85,75,82,73.08
S0766,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Filipino,Severely Wasted,91,75,79,94,86,94,86,92,87,92,85,100,88,83,81,78,79,89,93,91,90,93,79,75,93,82,100,80,75.71
S0767,Urdaneta I Central School,10,F,Tagalog,Normal,81,80,91,98,89,78,98,77,82,89,83,82,83,89,100,89,87,81,80,79,88,94,82,92,89,90,97,75,66.82
S0768,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Wasted,80,97,92,86,79,89,75,91,84,77,80,82,100,80,95,99,99,86,89,75,75,87,90,77,92,95,95,89,75.71
S0769,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Obese,76,77,86,75,100,84,87,95,81,82,97,86,96,78,88,98,84,81,85,98,100,88,76,99,86,95,97,80,73.08
S0770,Don Alipio Fernandes Sr. IS,12,M,Tagalog,Overweight,98,81,91,97,81,82,95,91,86,100,86,75,78,87,77,90,93,84,82,80,78,84,79,91,91,76,76,79,73.08
S0771,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Filipino,Wasted,92,100,93,92,94,98,78,90,84,83,75,85,89,94,85,95,75,75,79,91,80,85,85,78,80,81,99,95,75.71
S0772,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Tagalog,Severely Wasted,87,91,100,97,86,82,85,81,92,81,94,91,82,96,97,86,96,88,78,97,83,97,75,89,96,93,93,77,75.71
S0773,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Filipino,Overweight,93,91,86,90,87,75,92,96,98,90,98,82,95,95,85,83,78,90,82,88,83,90,96,80,99,88,88,90,75.71
S0774,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Filipino,Normal,81,100,96,100,79,80,82,78,76,92,76,90,79,94,79,78,97,99,96,84,76,94,81,77,87,77,97,90,75.71
S0775,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Tagalog,Wasted,94,79,97,100,100,80,77,89,79,91,88,92,93,87,81,83,83,82,99,76,89,75,91,91,99,85,95,81,75.71
S0776,Don Alipio Fernandes Sr. IS,9,F,Tagalog,Severely Wasted,94,95,96,80,93,96,97,97,93,96,92,92,94,93,83,93,92,99,96,77,77,81,89,79,75,97,93,81,73.08
S0777,Don Alipio Fernandes Sr. IS,9,F,Ilocano,Severely Wasted,96,84,76,80,91,84,92,78,100,90,82,97,95,83,83,83,75,86,83,92,85,100,81,96,82,85,94,93,73.08
S0778,Urdaneta I Central School,12,F,Ilocano,Wasted,78,96,90,81,100,92,99,95,81,91,82,90,84,90,76,92,75,93,90,100,86,81,97,82,91,78,91,92,66.82
S0779,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Filipino,Overweight,91,93,86,84,89,95,76,78,99,94,85,93,91,79,94,84,95,79,99,86,86,87,90,83,83,76,88,92,75.71
S0780,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Ilocano,Severely Wasted,82,91,94,76,95,75,93,76,81,86,87,78,88,99,79,100,98,98,87,95,83,75,78,75,80,86,82,92,75.71
S0781,Urdaneta I Central School,6,M,Ilocano,Overweight,94,80,78,82,100,94,92,90,92,90,85,75,84,82,80,76,77,81,98,83,83,83,77,80,96,87,87,98,66.82
S0782,Urdaneta I Central School,12,F,Tagalog,Severely Wasted,95,93,98,99,85,95,92,89,88,85,91,94,91,85,82,86,97,99,100,85,86,91,87,77,78,98,98,99,66.82
S0783,Don Alipio Fernandes Sr. IS,12,F,Filipino,Wasted,98,99,87,96,95,76,80,96,83,75,80,94,91,79,88,75,96,98,75,88,91,90,89,80,89,91,75,95,73.08
S0784,Don Alipio Fernandes Sr. IS,8,F,Tagalog,Normal,82,82,84,87,92,78,97,79,94,76,77,87,87,78,100,93,91,77,95,99,84,97,92,85,94,98,84,92,73.08
S0785,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Tagalog,Overweight,85,87,98,90,77,84,99,75,77,83,85,89,78,93,97,83,93,81,100,88,96,81,82,87,91,79,90,79,75.71
S0786,Urdaneta I Central School,7,F,Filipino,Obese,82,75,83,87,88,82,97,84,79,99,83,95,75,94,87,81,98,89,86,90,85,76,80,80,94,76,84,77,66.82
S0787,Urdaneta I Central School,12,M,Filipino,Wasted,94,81,98,84,95,85,93,90,81,78,100,89,87,75,78,98,85,84,83,100,95,77,78,85,91,96,99,95,66.82
S0788,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Filipino,Overweight,77,83,82,96,79,92,75,90,82,83,100,76,88,85,98,81,97,91,77,96,88,85,95,86,78,77,94,91,75.71
S0789,Don Alipio Fernandes Sr. IS,9,M,Ilocano,Severely Wasted,92,86,95,83,100,94,82,92,79,93,76,78,84,89,84,81,98,78,82,95,78,99,88,78,86,83,96,94,73.08
S0790,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Wasted,91,84,100,96,92,92,88,99,89,79,84,94,77,95,80,81,94,89,77,96,93,100,81,76,90,76,78,80,75.71
S0791,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Ilocano,Obese,80,100,89,79,90,80,96,80,93,81,81,87,96,100,93,87,83,87,94,99,87,88,99,77,75,79,76,84,75.71
S0792,Don Alipio Fernandes Sr. IS,12,F,Ilocano,Obese,76,87,100,88,94,80,78,92,99,88,95,88,87,83,95,90,78,100,93,91,80,77,78,75,85,77,80,93,73.08
S0793,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Ilocano,Normal,95,92,89,96,84,99,93,75,76,87,100,95,100,91,75,76,84,83,89,97,83,76,96,75,91,89,83,77,75.71
S0794,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Obese,78,99,81,84,92,75,87,92,88,81,80,90,77,76,80,77,75,91,89,92,75,78,77,80,94,85,84,89,73.08
S0795,Urdaneta I Central School,12,F,Tagalog,Normal,76,91,80,90,95,84,89,78,75,81,92,79,100,93,83,97,90,89,92,83,84,95,91,96,75,100,75,77,66.82
S0796,Don Alipio Fernandes Sr. IS,6,F,Filipino,Normal,77,81,97,79,88,76,93,86,79,75,91,85,77,85,85,88,99,92,93,85,90,82,96,83,94,76,93,88,73.08
S0797,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Obese,81,76,75,78,79,100,79,96,79,88,93,93,90,87,90,88,77,88,94,91,83,95,87,98,92,95,100,75,73.08
S0798,Don Alipio Fernandes Sr. IS,11,M,Ilocano,Obese,86,92,100,88,76,84,93,89,89,77,95,91,88,78,86,95,86,82,81,98,97,92,90,78,85,83,80,81,73.08
S0799,Urdaneta I Central School,11,F,Ilocano,Normal,90,85,77,85,83,84,87,82,81,90,92,76,89,98,91,81,95,92,96,97,94,87,79,85,91,90,84,76,66.82
S0800,Don Alipio Fernandes Sr. IS,8,M,Tagalog,Obese,94,83,100,98,89,92,79,77,98,78,97,76,79,88,84,94,77,89,85,75,91,98,79,99,98,77,76,98,73.08
S0801,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Obese,100,80,91,75,82,83,87,84,81,78,87,98,76,87,91,84,78,95,79,90,96,95,84,98,95,83,87,93,75.71
S0802,Urdaneta I Central School,11,F,Ilocano,Normal,87,100,84,80,75,89,86,94,83,99,96,100,84,77,99,91,76,93,99,81,85,100,99,94,94,85,80,84,66.82
S0803,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Wasted,98,90,83,97,98,96,85,94,95,95,85,88,85,89,97,94,88,84,77,93,77,93,92,93,78,94,75,91,73.08
S0804,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Severely Wasted,84,76,93,91,82,91,81,90,93,99,81,76,85,79,97,87,94,82,91,92,76,89,83,90,91,76,91,76,75.71
S0805,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Wasted,85,91,75,95,82,84,92,92,78,78,83,100,98,77,75,99,87,95,79,94,89,81,80,95,76,92,89,97,75.71
S0806,Urdaneta I Central School,12,M,Ilocano,Obese,78,93,94,97,96,90,92,99,79,76,90,87,89,86,93,78,86,92,98,86,76,88,83,82,88,100,85,84,66.82
S0807,Urdaneta I Central School,11,F,Tagalog,Obese,75,85,83,90,81,98,89,87,86,88,81,91,76,75,81,77,76,77,94,86,89,83,91,97,100,97,87,78,66.82
S0808,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Ilocano,Obese,93,77,82,89,78,92,97,94,81,76,100,89,87,83,86,79,79,91,87,95,99,93,80,100,79,98,86,78,75.71
S0809,Urdaneta I Central School,8,F,Tagalog,Severely Wasted,89,96,81,90,83,100,75,96,82,91,93,76,94,93,86,87,98,76,75,98,99,76,81,98,98,80,76,76,66.82
S0810,Urdaneta I Central School,7,M,Ilocano,Overweight,79,97,95,82,76,83,82,96,89,93,98,82,95,88,99,83,82,87,92,78,88,94,99,97,75,77,85,80,66.82
S0811,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Wasted,75,95,84,85,91,100,93,86,78,86,81,98,86,76,95,86,87,95,77,76,86,82,88,93,83,91,94,77,73.08
S0812,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Severely Wasted,88,76,94,98,92,86,95,84,79,83,80,83,88,98,76,77,92,100,93,88,98,100,77,90,99,80,77,81,73.08
S0813,Urdaneta I Central School,8,F,Filipino,Obese,90,76,87,100,81,81,85,78,89,84,100,94,90,87,89,77,97,98,93,84,100,90,100,79,85,76,83,92,66.82
S0814,Don Alipio Fernandes Sr. IS,11,F,Filipino,Severely Wasted,80,83,88,95,78,94,87,89,92,79,96,97,92,83,88,80,98,88,88,97,85,96,79,75,99,98,82,94,73.08
S0815,Don Alipio Fernandes Sr. IS,7,M,Tagalog,Normal,79,81,85,80,78,90,80,81,77,90,86,83,77,82,100,96,79,88,85,87,89,99,96,89,77,92,92,80,73.08
S0816,Don Alipio Fernandes Sr. IS,11,M,Ilocano,Severely Wasted,100,80,81,84,96,85,77,80,90,77,94,78,96,87,90,92,96,78,100,81,85,78,89,88,80,77,86,88,73.08
S0817,Urdaneta I Central School,7,F,Filipino,Severely Wasted,86,100,77,98,94,98,93,88,92,83,99,75,77,92,80,77,85,90,91,97,98,80,89,91,95,94,88,90,66.82
S0818,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Filipino,Obese,88,93,90,86,82,90,84,77,79,96,94,84,99,83,99,90,88,78,76,89,83,77,80,77,79,85,79,82,75.71
S0819,Urdaneta I Central School,8,M,Ilocano,Obese,80,76,99,87,81,82,98,84,96,77,80,95,97,81,87,75,99,99,87,80,84,87,97,87,84,96,85,93,66.82
S0820,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Filipino,Overweight,94,86,93,92,79,83,92,93,89,84,97,88,76,91,81,99,92,75,80,77,89,95,80,90,94,75,85,81,75.71
S0821,Urdaneta I Central School,10,M,Tagalog,Overweight,78,80,91,84,85,96,91,88,97,89,92,82,98,98,86,99,82,86,94,98,89,97,78,88,99,96,98,94,66.82
S0822,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Ilocano,Severely Wasted,83,77,90,85,84,98,100,93,90,95,86,91,78,96,98,92,92,94,80,90,79,92,86,95,78,77,77,80,75.71
S0823,Urdaneta I Central School,6,F,Filipino,Normal,83,92,95,88,98,98,92,98,98,94,87,98,77,85,75,88,85,78,84,96,95,94,97,98,79,97,80,90,66.82
S0824,Don Alipio Fernandes Sr. IS,10,M,Filipino,Severely Wasted,76,89,88,93,96,76,92,88,89,96,93,93,76,90,96,80,96,83,78,88,97,92,85,91,78,85,94,85,73.08
S0825,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Ilocano,Overweight,81,78,76,95,75,85,75,84,88,89,99,94,89,93,93,92,83,80,99,84,84,89,87,84,90,100,95,84,75.71
